itemid,total_interaction_strength,total_users
255482,33,29
389338,33,28
214420,33,24
173012,33,25
255132,33,21
446469,33,24
142604,33,30
48224,33,14
431622,33,30
431616,33,17
147069,33,30
218316,33,28
94019,33,13
218332,33,29
386692,33,22
60481,33,21
381067,33,31
283225,33,24
200034,33,27
335156,33,29
184320,33,13
395377,33,30
220445,33,15
167297,33,31
167269,33,25
276948,33,26
99182,33,15
31991,33,25
404817,33,25
404977,33,12
199418,33,32
283151,33,22
309322,33,27
243490,33,31
346394,33,21
372983,33,23
395227,33,20
5339,33,24
266078,33,32
291137,33,32
291210,33,17
134288,33,27
265945,33,28
400100,33,25
64820,33,22
350785,33,11
413874,33,10
228337,33,22
255259,33,26
1392,33,24
232539,33,28
390635,33,27
20623,33,23
59050,33,16
387891,33,26
211483,33,16
242121,33,28
9168,33,32
449881,33,30
191320,33,31
86978,33,32
457064,33,21
5096,33,24
111425,33,20
57247,33,7
32832,33,22
387832,33,21
400615,33,32
400686,33,30
335816,33,29
68491,33,26
214373,33,30
317051,33,25
111257,33,16
323983,33,29
431896,33,29
431858,33,17
300951,33,14
443088,33,28
351982,33,10
104423,33,19
117341,33,21
390553,33,21
361678,33,30
127289,33,22
169503,33,21
23284,33,27
409923,33,17
242733,33,30
219741,33,31
405160,33,26
443843,33,29
443805,33,30
290642,33,27
222752,33,28
111045,33,24
373296,33,30
208884,33,14
108198,33,18
465252,33,32
3759,33,20
459498,33,31
322794,33,30
173837,33,29
821,33,19
151433,33,27
135719,33,27
107934,33,12
311263,33,27
43222,33,25
235269,33,26
135,33,32
205601,33,18
20594,33,24
97488,32,21
60363,32,24
350980,32,28
421970,32,26
387192,32,16
15,32,13
242348,32,26
154536,32,25
462857,32,27
31901,32,30
400376,32,15
171436,32,26
449244,32,20
466199,32,30
234570,32,25
290312,32,20
400653,32,18
266190,32,25
54281,32,25
149939,32,12
449752,32,25
343014,32,29
8695,32,29
195115,32,28
362687,32,28
400066,32,27
461808,32,26
390968,32,26
244205,32,15
146773,32,21
96108,32,29
320335,32,27
320289,32,31
23186,32,28
181363,32,29
146593,32,32
123154,32,27
283240,32,20
283242,32,27
353540,32,30
243143,32,17
390898,32,18
25727,32,27
461366,32,26
116198,32,29
71591,32,17
43676,32,15
205633,32,26
232033,32,27
44609,32,24
185256,32,21
188770,32,13
424467,32,26
188719,32,28
283436,32,21
407486,32,16
58863,32,10
71926,32,26
379810,32,21
2897,32,32
277547,32,28
98820,32,21
443476,32,22
30917,32,26
349594,32,13
83024,32,15
188835,32,23
428015,32,12
380218,32,17
82681,32,31
71684,32,18
391387,32,14
330070,32,22
25800,32,29
245530,32,18
3016,32,29
245822,32,16
3099,32,16
162644,32,23
328647,32,28
20705,32,29
427020,32,28
354400,32,29
330889,32,17
276496,32,29
61779,32,16
307728,32,15
307888,32,28
380141,32,27
148388,32,28
246421,32,28
392196,32,30
1976,32,16
328526,32,8
328541,32,21
460722,32,26
306657,32,24
83586,32,15
95261,32,27
404331,32,23
331013,32,31
204874,32,31
19934,32,19
83222,32,29
246019,32,27
246215,32,21
355053,32,30
79160,32,27
137465,32,27
405169,32,27
141726,32,31
59403,32,31
331248,32,23
324245,32,29
173963,32,31
460261,32,27
22471,32,28
62023,32,20
71110,32,28
331130,32,31
392175,32,23
163440,32,19
177964,32,22
177977,32,26
463464,32,28
176841,32,28
233072,32,23
378744,32,22
95166,32,12
62051,32,24
347810,32,29
199648,32,22
3424,32,27
331501,32,21
378680,32,26
38402,32,25
392420,32,25
247180,32,28
275317,32,18
445017,32,29
403985,32,25
197200,32,21
219193,32,17
378211,32,14
81407,32,27
349677,32,23
141203,32,25
221173,32,25
169023,32,30
122667,32,29
247349,32,26
114788,32,26
70929,32,11
138066,32,28
247913,32,19
378009,32,23
233128,32,13
305567,32,29
30483,32,27
407841,32,26
208924,32,31
423342,32,14
247704,32,23
138179,32,30
319822,32,18
176045,32,30
154925,32,19
305760,32,24
114563,32,26
58188,32,28
100114,32,11
75490,32,18
75510,32,18
305465,32,19
20911,32,23
122585,32,24
1732,32,23
382945,32,17
118311,32,28
240908,32,30
209017,32,25
317371,32,29
114347,32,22
38120,32,25
184934,32,14
62120,32,23
248733,32,20
248773,32,23
3892,32,31
169109,32,17
129140,32,25
443188,32,10
349852,32,24
154460,32,26
418119,32,27
212916,32,18
189904,32,27
3825,32,28
305072,32,8
38122,32,11
304950,32,19
100044,32,21
46915,32,22
4087,32,25
37823,32,27
250165,32,29
230000,32,28
185855,32,8
426777,32,29
118520,32,24
84737,32,26
213129,32,24
100385,32,29
355768,32,14
189932,32,15
376930,32,29
415597,32,21
304840,32,29
222186,32,22
100567,32,25
421659,32,26
76410,32,24
426616,32,27
80953,32,22
208146,32,29
320741,32,30
1664,32,20
303959,32,18
213172,32,8
164121,32,15
70079,32,22
408145,32,19
222172,32,14
204080,32,9
74804,32,13
321645,32,28
57675,32,28
285611,32,20
1682,32,23
406829,32,21
426589,32,25
240405,32,16
24193,32,28
420011,32,30
415330,32,29
70026,32,29
113037,32,29
47190,32,27
142219,32,24
222173,32,22
394168,32,23
251605,32,25
203872,32,23
303030,32,23
73162,32,31
312322,32,30
233363,32,30
463930,32,17
100908,32,30
445660,32,28
94605,32,15
346956,32,31
458139,32,25
303597,32,25
333606,32,23
333839,32,7
302423,32,27
252673,32,30
464073,32,16
418304,32,26
426301,32,25
389732,32,17
118771,32,30
69492,32,19
302820,32,22
346598,32,19
57548,32,10
445784,32,20
346749,32,21
112419,32,24
156644,32,16
458124,32,17
173361,32,28
374400,32,28
111663,32,26
164571,32,25
253500,32,8
441641,32,30
59734,32,27
27109,32,27
132970,32,28
431173,32,29
374821,32,26
253059,32,27
164487,32,26
457522,32,25
273358,32,27
302126,32,20
173259,32,28
335070,32,26
86490,32,25
335259,32,25
394819,32,26
206234,32,27
312744,32,25
312616,32,26
42583,32,31
327142,32,28
69023,32,27
37199,32,22
334936,32,15
130428,32,27
286477,32,26
439312,32,18
181762,32,15
125039,32,26
389397,32,18
122299,32,28
327043,32,28
253888,32,27
24159,32,28
125049,32,30
228812,32,25
228830,32,31
94197,32,21
272827,32,29
272667,32,11
135388,32,20
57271,32,17
457144,32,23
254879,32,29
254932,32,13
239255,32,29
239439,32,28
272360,32,15
431990,32,17
373299,32,28
68693,32,24
286592,32,29
140544,32,22
286947,32,24
37035,32,25
86633,32,21
456850,32,13
456858,32,10
357227,32,27
110354,32,19
321963,32,9
326882,32,28
68442,32,12
164912,32,18
101753,32,11
56823,32,16
357626,32,23
218447,32,27
87200,32,24
286718,32,14
200202,32,16
254888,32,24
178621,32,15
86894,32,13
18182,32,10
422583,32,16
422537,32,29
77207,32,22
255707,32,30
336622,32,25
87453,32,28
299434,32,19
238892,32,22
239118,32,13
239011,32,23
438978,32,29
10412,32,16
214495,32,17
125282,32,13
372330,32,28
432549,32,21
446913,32,9
101948,32,17
408780,32,27
298640,32,23
149163,32,28
5792,32,23
139039,32,25
183935,32,25
196302,32,23
142614,32,22
128132,32,13
287001,32,29
255751,32,28
455869,32,30
184005,32,20
36614,32,26
256857,32,27
144781,32,15
56570,32,14
358049,32,29
128043,32,18
408951,32,30
384840,32,25
278558,32,14
98282,32,19
59842,32,17
337291,32,31
371445,32,14
49802,32,28
67900,32,31
256280,32,17
87869,32,12
455091,32,28
370889,32,26
370870,32,26
187359,32,11
137128,32,29
441782,32,11
313276,32,24
180165,32,29
287641,32,31
402275,32,18
337372,32,18
396362,32,26
316044,32,32
67773,32,32
413108,32,27
455157,32,21
337489,32,19
447184,32,25
127948,32,17
127956,32,17
270913,32,18
172787,32,28
50107,32,29
396588,32,28
326444,32,23
313451,32,20
326306,32,22
384993,32,29
139120,32,32
191839,32,25
125497,32,28
109601,32,16
50347,32,26
6301,32,27
169731,32,14
36166,32,15
258007,32,31
270350,32,21
270382,32,24
270309,32,30
270441,32,31
358404,32,26
337863,32,29
155566,32,10
149272,32,16
370346,32,28
202634,32,11
413037,32,22
345539,32,17
183793,32,29
433631,32,29
453991,32,27
192221,32,24
422143,32,26
207895,32,28
313462,32,17
172696,32,13
297264,32,29
454227,32,24
345448,32,10
409057,32,24
358737,32,27
36089,32,29
109123,32,30
108374,32,26
295981,32,30
238157,32,32
119862,32,27
206382,32,31
125937,32,21
156414,32,24
217884,32,19
401944,32,24
447476,32,28
433894,32,28
67247,32,14
433824,32,27
35956,32,22
259059,32,18
288355,32,20
108322,32,19
165755,32,18
295882,32,28
89369,32,27
326036,32,32
406620,32,27
350440,32,17
169341,32,29
98009,32,24
322926,32,24
102828,32,29
167590,32,17
167644,32,29
56045,32,25
35850,32,29
397393,32,22
359306,32,25
423248,32,12
385520,32,14
41866,32,31
192633,32,23
192648,32,25
28298,32,26
368094,32,26
453252,32,28
409280,32,18
447628,32,23
33392,32,27
135823,32,26
23706,32,17
66977,32,21
51066,32,32
150183,32,19
345004,32,25
24630,32,29
237642,32,31
388481,32,23
261011,32,24
151945,32,26
93068,32,30
33537,32,17
447756,32,28
269626,32,12
397885,32,16
16801,32,28
434609,32,20
28287,32,18
159089,32,19
366691,32,10
261649,32,26
322247,32,27
366746,32,24
406457,32,28
350540,32,23
442747,32,12
63742,32,29
226496,32,10
226423,32,29
367141,32,20
367076,32,32
452652,32,30
452597,32,12
367346,32,11
66587,32,12
340139,32,30
359959,32,22
465495,32,17
237448,32,18
314247,32,29
79826,32,16
339965,32,29
366493,32,29
195688,32,29
289370,32,27
366400,32,17
107177,32,18
339829,32,18
366775,32,24
92805,32,12
269432,32,19
92695,32,15
344693,32,31
438068,32,27
120373,32,15
161698,32,22
405889,32,15
351358,32,27
350608,32,29
215961,32,23
366009,32,25
365890,32,15
365742,32,21
226197,32,23
366070,32,31
90238,32,19
139466,32,30
90708,32,24
263251,32,26
52809,32,29
147763,32,24
325601,32,13
103522,32,30
262707,32,11
365666,32,21
126572,32,28
16276,32,28
225990,32,30
226043,32,25
340488,32,29
90444,32,27
435460,32,14
289618,32,23
360359,32,18
344504,32,19
24102,32,27
135462,32,28
279591,32,27
22270,32,26
316806,32,21
263596,32,31
131502,32,19
65838,32,4
126630,32,17
193753,32,22
106332,32,29
316760,32,25
217600,32,28
90618,32,26
91530,32,13
151683,32,26
236684,32,26
325306,32,11
236829,32,27
264789,32,12
289931,32,27
292102,32,30
342108,32,20
436258,32,21
217552,32,19
9369,32,26
451024,32,13
106063,32,10
166491,32,31
411027,32,21
267660,32,12
127407,32,24
400981,32,23
186373,32,29
465987,32,25
176866,32,20
175277,32,23
147480,32,23
139856,32,25
363106,32,26
182738,32,15
156247,32,25
216778,32,26
194396,32,31
265033,32,16
91495,32,28
362480,32,19
291467,32,26
156129,32,29
179906,32,30
448802,32,29
406216,32,26
181012,32,19
291416,32,16
437549,32,12
265236,32,29
8627,32,19
75062,32,26
209204,32,20
448817,32,11
360997,32,27
267601,32,13
177543,32,17
387259,32,26
169452,32,26
280056,32,30
324734,32,25
361591,32,9
449317,32,25
267063,32,31
290171,32,24
136168,32,26
400492,32,27
266779,32,15
266788,32,29
344131,32,27
361834,32,18
361853,32,26
329340,32,31
177573,32,21
390410,32,30
427238,32,30
417703,32,16
417627,32,18
25535,32,14
157457,32,27
348868,32,29
134309,32,17
381527,32,15
381463,32,18
2288,32,24
417621,32,7
317553,32,26
282759,32,24
58905,31,6
144962,31,11
36656,31,23
269774,31,26
102934,31,19
9863,31,27
235262,31,24
30718,31,31
71490,31,26
132182,31,24
172689,31,23
137290,31,26
297356,31,28
149095,31,15
379671,31,14
254029,31,13
254030,31,27
254037,31,15
208916,31,21
158123,31,14
199478,31,22
88672,31,14
372124,31,26
88680,31,28
335666,31,8
327708,31,29
297659,31,20
191360,31,29
152326,31,24
88305,31,25
68569,31,23
232105,31,29
178645,31,28
396036,31,24
428234,31,26
99733,31,16
103107,31,24
30589,31,21
96394,31,13
142765,31,17
222707,31,22
110875,31,22
254762,31,28
68514,31,27
253729,31,21
116199,31,25
244647,31,9
68977,31,30
413777,31,31
160479,31,27
164835,31,25
371528,31,23
208952,31,23
318961,31,26
441206,31,16
88975,31,15
308199,31,26
57510,31,30
73091,31,17
164934,31,23
461915,31,26
326785,31,25
255173,31,29
255284,31,18
44800,31,15
303061,31,27
46831,31,22
85447,31,16
443320,31,18
277857,31,30
445728,31,9
24846,31,28
278924,31,21
434232,31,18
456079,31,29
243601,31,25
418690,31,8
396281,31,10
89116,31,24
253574,31,14
414398,31,28
317495,31,28
447524,31,28
269117,31,22
447949,31,23
150212,31,26
319098,31,30
427978,31,20
73643,31,16
211840,31,23
391382,31,10
228311,31,30
211875,31,29
326779,31,13
243343,31,23
183854,31,24
379391,31,23
36849,31,22
317333,31,16
269109,31,27
22972,31,27
295626,31,20
255732,31,27
36351,31,28
356743,31,22
31230,31,14
413313,31,6
172453,31,23
370734,31,24
188751,31,24
89537,31,26
350764,31,13
253315,31,10
236017,31,23
282689,31,21
30488,31,22
103287,31,21
33515,31,17
98334,31,27
142323,31,29
32648,31,28
443098,31,20
328000,31,25
89554,31,26
295337,31,16
202871,31,11
326251,31,19
308686,31,26
276904,31,14
295180,31,22
370359,31,21
114285,31,20
330395,31,26
3596,31,29
247891,31,25
376557,31,29
459531,31,28
376612,31,26
370442,31,12
172806,31,21
229018,31,21
116022,31,22
45393,31,14
45418,31,25
256411,31,25
269919,31,27
281451,31,29
444500,31,16
30753,31,28
440972,31,22
347882,31,25
448082,31,29
234564,31,30
370266,31,27
89710,31,28
295070,31,29
243116,31,22
380792,31,25
117180,31,28
134202,31,25
356861,31,27
272162,31,28
444820,31,24
204986,31,16
205015,31,27
213358,31,25
330320,31,25
85189,31,24
114238,31,30
308903,31,12
5911,31,27
67770,31,30
5969,31,9
50395,31,28
24655,31,21
82409,31,13
396873,31,20
44402,31,13
82460,31,29
369966,31,23
347570,31,24
62181,31,25
78488,31,30
319517,31,12
103603,31,26
282942,31,6
347706,31,30
55765,31,18
306643,31,23
83639,31,18
164568,31,24
334763,31,19
334800,31,18
337568,31,23
67640,31,20
283110,31,25
416821,31,28
330175,31,14
205201,31,19
89820,31,25
242819,31,19
191227,31,17
328248,31,20
298512,31,21
257009,31,28
149291,31,17
211525,31,24
67614,31,13
109604,31,28
435002,31,9
211476,31,26
242656,31,25
294554,31,26
268469,31,23
209197,31,30
319624,31,17
223440,31,24
269991,31,30
56462,31,30
317066,31,23
412807,31,27
173965,31,30
205886,31,16
356396,31,26
98421,31,29
252862,31,25
30389,31,28
316592,31,29
219485,31,30
401291,31,20
440860,31,30
11009,31,19
27974,31,27
165347,31,18
16540,31,8
144513,31,23
357031,31,27
232720,31,27
356897,31,25
369078,31,30
229067,31,24
379065,31,27
132399,31,28
440573,31,25
459241,31,20
50889,31,19
229136,31,29
124814,31,15
432976,31,24
395071,31,26
325251,31,24
325253,31,25
216060,31,25
242022,31,29
81895,31,21
25284,31,15
100370,31,14
338675,31,18
338689,31,20
90579,31,16
227396,31,19
121816,31,18
77055,31,8
347147,31,22
283562,31,28
448485,31,20
48608,31,25
123518,31,21
45628,31,19
72715,31,6
205802,31,21
229167,31,9
191089,31,19
360305,31,24
267670,31,27
360441,31,22
351742,31,21
197034,31,18
448650,31,28
258743,31,25
454196,31,25
435553,31,31
390588,31,18
150373,31,26
169414,31,19
198827,31,27
192582,31,3
412136,31,18
381851,31,25
41611,31,22
360456,31,24
267912,31,27
191093,31,28
373752,31,21
37063,31,24
139389,31,29
35602,31,22
293053,31,11
216519,31,22
453785,31,23
81685,31,18
31822,31,28
339729,31,26
179238,31,22
259214,31,24
216548,31,22
171873,31,25
66526,31,26
267524,31,26
167248,31,21
393857,31,17
145881,31,27
249016,31,18
331031,31,27
350379,31,27
373738,31,26
306020,31,24
115693,31,29
306100,31,28
252253,31,26
334316,31,23
415020,31,18
48455,31,27
448959,31,26
95265,31,28
96807,31,14
422327,31,15
237129,31,26
91168,31,17
259488,31,13
35459,31,17
241196,31,17
211158,31,18
179288,31,27
145219,31,22
394818,31,24
191050,31,9
465582,31,25
400988,31,15
136053,31,19
234338,31,29
233085,31,8
390380,31,13
66330,31,12
165707,31,25
411575,31,13
367219,31,17
20799,31,21
310848,31,11
66295,31,11
145254,31,10
333968,31,13
299241,31,23
155451,31,23
173904,31,23
429081,31,18
355391,31,11
213647,31,25
160036,31,21
205258,31,29
358180,31,17
199277,31,12
259916,31,29
241023,31,24
151855,31,11
276787,31,29
154451,31,28
398152,31,20
108240,31,26
91420,31,31
139506,31,16
139522,31,18
436485,31,17
24189,31,17
51901,31,23
346398,31,25
284455,31,15
76782,31,18
31940,31,29
181439,31,26
440283,31,5
340378,31,26
328856,31,21
392556,31,25
87268,31,8
48292,31,24
190950,31,26
23250,31,9
13894,31,30
186222,31,23
320235,31,29
390247,31,22
126098,31,20
7029,31,26
220618,31,27
366572,31,28
426785,31,24
176713,31,25
291777,31,28
291469,31,14
15644,31,27
162454,31,14
323761,31,30
291557,31,28
452928,31,27
7130,31,19
447293,31,30
60022,31,25
46441,31,29
151776,31,27
12622,31,30
452742,31,22
341211,31,24
260762,31,28
366263,31,14
52212,31,14
366201,31,29
354677,31,26
408585,31,25
237479,31,27
175456,31,28
349117,31,24
420141,31,25
118523,31,21
251650,31,19
251668,31,26
48173,31,27
65632,31,19
426513,31,19
136688,31,26
91885,31,14
92042,31,22
240453,31,24
58729,31,25
266877,31,26
400644,31,11
127256,31,29
118656,31,24
148153,31,27
341630,31,28
60818,31,30
196395,31,15
196404,31,15
341674,31,29
398740,31,29
341700,31,25
312099,31,29
52439,31,14
193450,31,27
251601,31,29
124636,31,28
378336,31,27
300014,31,25
69972,31,23
459048,31,26
273604,31,16
273641,31,28
155172,31,22
177839,31,14
354571,31,28
217328,31,9
437188,31,28
69994,31,13
458061,31,16
31675,31,22
14027,31,11
822,31,17
209734,31,19
135282,31,10
121953,31,24
361249,31,23
182424,31,16
134755,31,20
134763,31,26
207190,31,26
28914,31,30
45895,31,13
251357,31,23
184397,31,18
52652,31,23
357560,31,30
129452,31,28
160872,31,19
75266,31,26
389816,31,24
452429,31,24
237763,31,15
465231,31,21
341874,31,15
38272,31,18
38291,31,25
37322,31,14
92300,31,18
187910,31,17
158934,31,18
342130,31,22
149682,31,28
220490,31,20
233465,31,30
40256,31,17
200315,31,26
361596,31,29
21967,31,25
104689,31,29
32191,31,12
130965,31,28
15335,31,20
48005,31,9
333185,31,20
226278,31,24
107085,31,28
262026,31,9
389851,31,28
80711,31,18
331511,31,26
34148,31,19
321040,31,22
237958,31,28
408961,31,25
8847,31,11
43054,31,20
322946,31,28
342426,31,17
112855,31,21
47971,31,23
443466,31,26
86759,31,17
383510,31,20
383446,31,25
262525,31,29
313019,31,15
322873,31,24
175342,31,14
270482,31,26
97090,31,18
63376,31,17
46387,31,24
393933,31,27
204721,31,25
331496,31,25
97437,31,12
171145,31,22
100151,31,28
168418,31,28
34784,31,9
437973,31,9
63406,31,9
439392,31,30
194846,31,16
286171,31,21
421866,31,24
329337,31,9
152860,31,27
212898,31,29
72252,31,15
246468,31,24
300784,31,19
364594,31,16
262667,31,28
250858,31,11
229786,31,29
429707,31,18
115284,31,21
430034,31,17
331576,31,19
204718,31,28
329440,31,20
289087,31,24
239596,31,15
389585,31,12
364240,31,25
364252,31,28
375011,31,12
37424,31,16
313308,31,30
200950,31,27
217703,31,21
93020,31,18
154289,31,21
76414,31,16
224969,31,22
388858,31,15
314928,31,22
140038,31,26
93106,31,30
343360,31,13
147051,31,19
210403,31,26
357694,31,22
102340,31,28
263287,31,23
187650,31,19
140034,31,16
126674,31,17
124295,31,13
301990,31,7
137680,31,20
377516,31,14
213073,31,26
86111,31,26
225573,31,15
313563,31,25
207610,31,29
322245,31,30
179864,31,28
431816,31,23
58042,31,24
64298,31,23
1279,31,17
384212,31,9
42548,31,23
194216,31,23
225565,31,27
29363,31,14
357756,31,26
276350,31,26
444956,31,28
263971,31,10
182753,31,22
217958,31,26
425480,31,24
176399,31,21
343926,31,28
447074,31,28
363505,31,30
425432,31,25
210242,31,29
288162,31,23
105341,31,18
458836,31,26
446006,31,22
332302,31,18
394290,31,21
314029,31,12
199158,31,22
344110,31,18
8186,31,30
145482,31,24
392997,31,26
304568,31,22
264284,31,23
389265,31,23
175238,31,24
166553,31,5
288003,31,20
406903,31,26
150322,31,28
220355,31,12
314168,31,31
234032,31,29
225092,31,26
225028,31,11
63639,31,20
79579,31,24
363237,31,25
31597,31,26
375445,31,17
140263,31,24
331804,31,28
375537,31,20
377644,31,22
377625,31,30
429889,31,25
124348,31,27
86191,31,17
264693,31,12
136355,31,31
264512,31,25
93705,31,19
287471,31,22
399952,31,23
321759,31,23
42270,31,5
264666,31,29
162012,31,23
238448,31,25
235181,31,31
348651,31,18
441369,31,28
303268,31,25
147632,31,27
145801,31,29
173570,31,27
416941,31,30
353830,31,26
114485,30,14
330492,30,23
88499,30,12
68783,30,13
140970,30,14
330551,30,24
111374,30,24
68902,30,15
162007,30,22
23528,30,14
136316,30,9
8359,30,23
287218,30,21
384668,30,17
5281,30,15
307275,30,27
206160,30,22
307564,30,22
379744,30,21
116435,30,17
358842,30,29
250154,30,26
329766,30,12
230005,30,29
86245,30,24
173385,30,21
140991,30,22
170665,30,12
63792,30,25
314516,30,26
61478,30,18
234865,30,27
77587,30,18
121231,30,13
137232,30,23
5319,30,26
335661,30,12
200625,30,18
344384,30,22
